chave;ano;Sigla;dsc_tribunal;secao;trib;cn1;CnCCrim1;CnCNCrim1;CnExtFisc1;CnExtNFisc1;ExeJudCrimPL1;ExeJudCrimNPL1;ExeJudNCrim1;cp1;CpCCrim1;CpCNCrim1;CpExtFisc1;CpExtNFisc1;ExeJudPCrimPL1;ExeJudPCrimNPL1;ExeJudPNcrim1;susc1;susexfisc1;susexnfisc1;sus1;cntr;CnCrimTR;CnNCrimTR;cptr;CpCrimTR;CpNCrimTR;sustr;cnje;CnCCrimJE;CnCNCrimJE;ExeJudJE;cpje;CpCCrimJE;CpCNCrimJE;ExeJudPJE;suscje;susexje;susje;sus1jetr;CP;SUS;Tram;Dpj;DPeI;DPCO;dpjio;MagPAe1;MagPAeJE;MagPAeTR;MagPAcJE1;MagPAcTR1;MagPAcTRJE;MagAJ1;MagAJJE;MagAJTR;Mag;TPEfet;TPCed;TPReq;TPSV;Serv;tpefetae1;tpefetaeje;tpefetacje1;tpefettr;TpEfet1jetr;tpiae1;tpiaeje;tpiacje1;tpitr;tpi1jetr;tpsvae1;tpsvaeje;tpsvacje1;tpsvtr;tpsv1jetr;tasae1;tasaeje;tasacje1;tastr;Tpaf1jetr;tbaix1;TBaixCCrim1;TBaixCNCrim1;TBaixExtFisc1;TBaixExtNFisc1;TBaixJudCrimNPL1;TBaixJudCrimPL1;TBaixJudNCrim1;tbaixtr;TBaixCrimTR;TBaixNCrimTR;tbaixje;TBaixCCrimJE;TBaixCNCrimJE;TbaixJudJE;Tbaix;cp.sus;cp.sus.fisc;tbaix.sus.fisc;cp.sus.fisc.penal;tbaix.sus.fisc.penal;mag1je;pib;h1;g1;g7;f2;f3;cm1je;k1je;ipm1je;ipsjud1je;iad1je;tc1je
TRF5_CE_2020;2020;TRF5;TRF 5ª Região;CE;0;19546;496;9815;6331;827;4;80;1993;136107;2100;14728;103303;4963;84;687;10242;1829;35824;4434;42087;21656;0;21656;15284;0;15284;8213;113685;75;86232;27378;65954;199;60016;5739;4066;70;4136;54436;217345;54436;346840;279760819;57418926;4124114;218217779;25;16;9;8;1;0;2;2;1;54;536;28;104;9;621;275;138;89;34;536;58;31;12;3;104;6;1;2;0;9;8918;499;266;570;28;21657;928;11452;3960;1686;173;47;3411;28960;0;28960;78878;57;70202;8619;129495;162909;95430;125535;94659;125315;46;166914535664;9187103;0,00168;30,45147;0,58766;6,75948;2256,26876;6578,95759;2185,80385;161,89211;0,75459;0,66776
TRF5_PB_2020;2020;TRF5;TRF 5ª Região;PB;0;14818;218;10620;2417;1054;0;67;442;95648;945;21436;60093;5283;5;332;7554;5125;15559;2959;23643;18016;0;18016;21601;0;21601;10657;80543;1;50241;30301;40748;7;32851;7890;1301;184;1485;35785;157997;35785;248285;150518040;28625086;920731;120972223;14;6;3;5;0;0;2;0;0;26;350;20;36;2;368;34;71;231;14;350;2;3;28;3;36;0;0;2;0;2;391;1713;4969;176;20;17188;791;7952;5197;1288;62;2;1896;23949;0;23949;49151;10;42639;6502;90288;122212;77678;85091;77341;85027;23;70292034110;4039277;0,00214;37,26361;0,65053;9,11054;2773,20092;8709,77813;2850,01589;180,26902;0,69566;0,67278
TRF5_TRU_2020;2020;TRF5;TRF 5ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77096306;0;0;77096306;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;610702999377;32047531;0,00013;2,40569;0,00000;0,00000;;;;;;
TRF5_2º Grau_2020;2020;TRF5;TRF 5ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;63607;0;108344;203188122;53664502;1668664;147854956;0;0;0;0;0;0;0;0;0;15;0;0;0;0;389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;44737;63607;63607;44737;63607;44737;0;610702999377;32047531;0,00033;6,34021;0,04681;1,21382;;;;0,00000;;
TRF5_total_2020;2020;TRF5;TRF 5ª Região;total;1;87189;1508;49757;20999;5231;20;367;9307;525178;7169;76520;362179;23305;305;2658;53042;12861;92626;19485;124972;88179;0;88179;71527;0;71527;34342;459402;83;326529;132790;255722;332;224171;31219;15444;700;16144;175458;906171;175458;1356670;1538182613;264484184;12233968;1256668879;92;47;30;45;1;0;13;5;2;210;2160;100;371;19;4003;1170;396;469;125;2160;236;67;52;16;371;12;2;5;0;19;20461;5862;7747;2490;100;106093;3349;49066;28708;6894;471;88;17517;111091;0;111091;303867;114;264369;39384;450499;730713;461160;421791;458197;421232;167;610702999377;32047531;0,00252;47,99691;0,65528;12,49082;2420,12002;7131,83422;2455,17253;102,41319;0,75003;0,65574
TRF_total_2020;2020;TRF;TRF;total;1;853361;29714;458413;231999;21794;884;11345;99212;5972875;114316;875246;4245097;261597;4339;32198;440082;194985;2848067;300135;3343187;374238;215;374023;642232;117;642115;313346;1667935;1374;1379053;286967;2185765;3567;1907246;274235;462031;14722;476753;4133286;10029638;4133286;12937401;12141297276;2037338163;62686718;9975798631;622;279;218;686;1;0;94;15;12;1821;16895;750;1170;57;27602;7551;2058;6463;823;16895;580;195;352;43;1170;30;10;17;0;57;114194;30112;117226;13076;750;830086;25260;412842;237139;30656;6879;1160;116150;320820;210;320610;1260426;1267;974476;284319;2907763;5896352;4499322;2670624;4462785;2662585;1479;7609597000019;211755692;0,00160;57,33634;0,85995;13,03483;1434,98783;6929,78499;1413,46315;75,73770;0,82914;0,79603
TRF1_DF_2021;2021;TRF1;TRF 1ª Região;DF;0;32068;429;22717;3773;430;0;0;4719;229479;1593;59034;126797;12252;4;113;29686;9589;96847;16762;123198;16010;1;16009;16397;0;16397;5191;46515;65;45161;1289;65986;112;63427;2447;14187;48;14235;142624;311862;142624;363097;353639801;84996018;1640655;267003128;10;6;9;12;0;0;10;0;2;25;459;26;57;2;492;341;68;26;24;459;45;6;3;3;57;1;1;0;0;2;7292;1115;317;676;26;31376;527;22158;4100;472;1;1;4117;6393;1;6392;13466;42;12728;696;51235;169238;139288;47135;139171;47133;18;310884117643;3094325;0,00114;114,28657;0,81271;15,90008;4075,99246;19112,48731;2518,43822;91,14228;0,57063;0,86823
TRF1_GO_2021;2021;TRF1;TRF 1ª Região;GO;0;20535;365;12427;6236;321;0;6;1180;182542;2775;23329;137641;9352;13;104;9328;3935;82882;6269;93086;9880;13;9867;4685;2;4683;863;70398;29;68276;2093;95096;120;92479;2497;21672;18;21690;115639;282323;115639;356694;275343804;40698393;177695;234467716;14;7;6;15;0;0;1;0;1;40;453;19;40;2;476;198;50;182;23;453;8;5;27;0;40;0;0;2;0;2;2880;552;2702;812;19;16198;417;9947;3288;874;0;0;1672;10533;14;10519;47640;26;46584;1030;74371;166684;111925;71083;111808;71083;35;262094968317;7206589;0,00105;38,20723;0,55174;6,60507;2517,20771;9806,35248;1833,27065;134,11345;0,70203;0,81305
TRF1_MT_2021;2021;TRF1;TRF 1ª Região;MT;0;15949;499;10520;3973;277;0;0;680;99677;3362;16819;67954;6216;4;54;5268;3619;46491;5073;55183;11153;5;11148;9776;3;9773;4242;32008;23;31644;341;43089;120;42595;374;9226;14;9240;68665;152542;68665;201840;165360193;17979844;225226;147155123;7;5;3;12;0;0;0;0;0;27;330;18;18;3;333;121;44;156;9;330;2;1;14;1;18;0;2;1;0;3;2331;841;3380;66;18;11826;753;7513;1956;199;3;3;1399;12268;8;12260;25204;36;25010;158;49298;83877;62414;47342;62356;47336;24;208914308607;3567234;0,00079;46,35530;0,74967;9,33496;1976,65167;7571,88647;1559,47271;111,20120;0,77215;0,79404
TRF1_MG_2021;2021;TRF1;TRF 1ª Região;MG;0;68493;1167;47471;14615;1376;1;7;3856;541740;9593;85836;383037;29191;172;638;33273;21990;301253;34077;357320;35730;10;35720;42511;5;42506;19457;211097;124;205354;5619;293705;340;281065;12300;95284;1228;96512;473289;877956;473289;1098456;855796146;129147517;470180;726178448;59;28;16;48;0;0;1;1;0;149;1480;56;99;7;1530;666;189;553;72;1480;27;21;49;2;99;2;3;2;0;7;9213;2019;8702;641;56;58017;2297;35390;11997;2635;1;0;5697;39279;11;39268;123204;119;114382;8703;220500;404667;322883;208503;322073;208502;133;798455851115;21411923;0,00107;39,96821;0,69534;7,14555;2031,04705;7644,73517;1362,67619;118,44510;0,64817;0,82175
TRF1_AC_2021;2021;TRF1;TRF 1ª Região;AC;0;1777;195;1103;351;36;0;1;91;13899;1053;2176;8670;1151;1;27;821;589;6116;996;7701;0;0;0;2;0;2;0;11099;8;5762;5329;15127;38;6500;8589;1478;1030;2508;10209;29028;10209;38059;58973226;9554256;0;49418970;4;2;0;2;0;0;0;0;0;8;95;5;8;0;98;61;17;17;0;95;5;1;2;0;8;0;0;0;0;0;1318;333;123;0;5;3468;228;1332;1609;140;0;0;159;246;0;246;5317;15;3658;1644;9031;18819;16265;7422;16237;7422;8;19267607211;906876;0,00306;65,02899;0,88215;10,80633;931,87500;4726,37500;1098,12500;89,64286;0,68228;0,76766
TRF1_AM_2021;2021;TRF1;TRF 1ª Região;AM;0;9727;304;5146;3089;217;0;1;970;61405;3176;11704;39174;2638;3;64;4646;2712;31413;3430;37555;3268;2;3266;1787;2;1785;1589;19730;34;17298;2398;31041;207;25464;5370;7707;166;7873;47017;94233;47017;111172;104502483;13936601;8928;90556954;7;3;3;5;0;0;0;0;0;18;181;14;28;1;196;87;27;54;13;181;12;8;7;1;28;0;0;1;0;1;2751;315;1953;211;14;5830;396;4039;793;196;1;0;405;2447;1;2446;8662;41;8254;367;16939;47216;39455;16146;39388;16145;15;135673761458;4269995;0,00077;24,47368;0,41988;4,59017;1747,49862;7163,21710;970,74326;73,93878;0,49197;0,86448
TRF1_AP_2021;2021;TRF1;TRF 1ª Região;AP;0;4192;236;2922;447;52;0;0;535;22677;1298;5284;11558;968;3;6;3560;658;7474;973;9105;0;0;0;0;0;0;0;12632;30;11520;1082;14072;77;12772;1223;6392;2;6394;15499;36749;15499;44648;72949600;7223871;519283;65206445;3;2;0;3;0;0;0;0;0;8;142;6;5;0;141;69;31;42;0;142;4;0;1;0;5;0;0;0;0;0;1260;325;751;0;6;3136;323;1727;561;38;1;0;486;0;0;0;4763;3;4553;207;7899;21250;17166;7338;17157;7337;8;21597938486;877613;0,00338;83,12274;0,91094;16,06631;1902,17786;5584,82522;988,05175;56,02128;0,46951;0,82308
TRF1_PA_2021;2021;TRF1;TRF 1ª Região;PA;0;14325;752;8962;3860;223;0;2;526;125636;7237;16422;91685;4951;14;80;5247;4849;75166;5591;85606;7757;2;7755;3645;0;3645;1478;70760;74;68772;1914;86287;353;83828;2106;12162;10;12172;99256;215568;99256;296238;212700775;29416663;2033750;181250362;7;7;6;20;0;0;1;1;0;37;401;16;32;1;418;115;54;214;18;401;2;7;23;0;32;0;0;1;0;1;1960;657;2899;327;16;14212;1011;8601;3238;388;0;0;974;8504;2;8502;57954;57;57303;594;80670;116312;99793;77432;99699;77432;32;252516918800;8777124;0,00084;24,23354;0,42711;4,76238;2622,78889;9015,95383;2290,28693;172,64593;0,84816;0,74597
TRF1_RO_2021;2021;TRF1;TRF 1ª Região;RO;0;6932;569;3433;2648;122;0;0;160;50867;3381;9164;33901;1873;83;137;2328;1638;19672;1853;23163;4337;4;4333;2696;2;2694;1222;18144;31;14913;3200;24673;140;19611;4922;5570;926;6496;30881;78236;30881;100019;105238442;10417733;5067355;89753354;4;2;0;10;0;0;0;0;0;16;173;6;23;0;190;63;25;75;10;173;7;7;9;0;23;0;0;0;0;0;580;570;1088;38;6;5858;692;2849;1929;126;4;1;257;3534;5;3529;12391;43;9639;2709;21783;47355;33126;19854;32906;19849;16;60340004045;1815278;0,00174;57,97373;0,87175;10,46672;1372,28878;5926,76333;1153,20031;96,04737;0,72775;0,80542
TRF1_RR_2021;2021;TRF1;TRF 1ª Região;RR;0;2088;172;1226;370;41;0;1;278;10871;875;1682;6754;712;4;15;829;546;4748;523;5817;0;0;0;0;0;0;0;4421;12;4351;58;5412;38;5353;21;935;4;939;6756;16283;6756;23487;40222931;5436282;21680;34764969;1;2;0;1;0;0;0;1;0;3;70;4;10;0;76;59;11;0;0;70;6;4;0;0;10;0;0;0;0;0;1002;542;0;0;4;4051;347;1200;2005;315;6;0;178;0;0;0;3153;5;3137;11;7204;9527;7521;5199;7502;5193;3;18738923335;652713;0,00215;61,62422;0,53182;11,64371;1778,04262;6766,18390;2075,34333;94,78947;1,10678;0,69328
TRF1_TO_2021;2021;TRF1;TRF 1ª Região;TO;0;5230;241;3500;1100;88;0;0;301;29857;1235;3544;22044;1657;0;10;1367;872;16001;1607;18480;3225;1;3224;1434;2;1432;133;15416;13;15341;62;17787;28;17689;70;3428;4;3432;22045;49078;22045;73609;79230794;7023020;12585;72195189;2;1;5;3;0;0;0;0;0;11;151;6;15;0;160;57;28;58;8;151;1;4;10;0;15;0;0;0;0;0;782;477;806;195;6;6608;474;3202;2146;303;0;0;483;3472;1;3471;14451;17;14413;21;24531;27033;20990;22385;20980;22385;6;51044448535;1607363;0,00155;49,29241;0,67992;9,95419;3421,11599;11588,07532;3552,00323;131,61875;1,02000;0,69348
TRF1_BA_2021;2021;TRF1;TRF 1ª Região;BA;0;35538;648;23862;9006;485;0;2;1535;227607;5750;50247;144975;11609;19;104;14903;9234;102173;11934;123341;24859;4;24855;11669;5;11664;2097;185640;50;176549;9041;258979;125;246103;12751;40878;138;41016;166454;498255;166454;652324;449639520;56570691;1711255;391357574;17;12;12;41;0;0;2;0;0;80;731;25;66;5;777;273;80;345;33;731;13;5;46;2;66;1;1;3;0;5;3571;916;4101;670;25;22673;925;16128;2820;406;0;0;2394;22581;1;22580;108815;35;102618;6162;154069;331801;288999;151249;288876;151249;68;357044737001;14985284;0,00126;30,00541;0,53464;5,18509;3091,57819;9073,23882;1930,22523;169,22523;0,59449;0,78726
TRF1_MA_2021;2021;TRF1;TRF 1ª Região;MA;0;11973;282;6697;3873;398;0;0;723;80992;4786;20038;44781;5554;15;68;5750;3333;27720;3915;34968;13041;3;13038;8036;1;8035;3531;71299;25;70647;627;132617;136;131526;955;11503;0;11503;50002;221645;50002;296245;184235886;19572399;8640;164654847;7;8;6;15;0;0;0;0;0;36;310;17;47;1;341;120;48;123;19;310;15;13;17;2;47;0;0;1;0;1;3418;515;2232;67;17;7306;290;5460;961;135;2;1;457;14536;2;14534;52758;13;52609;136;74600;171643;154582;73639;154499;73636;30;125028428423;7153262;0,00147;25,75551;0,50151;4,76706;2738,23535;9147,49496;2007,63370;176,14076;0,72130;0,78053
TRF1_PI_2021;2021;TRF1;TRF 1ª Região;PI;0;7563;292;4786;1919;243;0;2;321;61709;2003;14192;40089;2667;0;47;2711;2055;22598;2147;26800;6856;0;6856;14051;2;14049;969;68725;9;67465;1251;103893;45;102607;1241;6854;0;6854;34623;179653;34623;231796;146189036;13916196;274381;131998459;5;5;3;10;0;0;0;0;0;23;253;10;18;1;262;87;38;107;21;253;3;4;11;0;18;0;0;1;0;1;1590;636;1036;389;10;4077;283;3247;256;47;0;0;244;9595;0;9595;38471;6;38364;101;52143;145030;127539;51887;127492;51887;20;65944412272;3289290;0,00222;44,44395;0,68858;7,96524;3791,27068;10562,31753;2159,04630;162,39695;0,55773;0,79559
TRF1_TRU_2021;2021;TRF1;TRF 1ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2687546425248;79614869;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF1_2º Grau_2021;2021;TRF1;TRF 1ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;509823;0;624508;532199838;106827561;2199811;423172466;0;0;0;0;0;0;0;0;0;26;0;0;0;0;628;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114685;509823;509823;114685;509823;114685;0;2687546425248;79614869;0,00020;6,68468;0,03266;0,78880;;;;0,00000;;
TRF1_total_2021;2021;TRF1;TRF 1ª Região;total;1;236390;6151;154772;55260;4309;1;22;15875;1738958;48117;319471;1159060;90791;335;1467;119717;65619;840554;95150;1001323;136116;45;136071;116689;24;116665;40772;837884;527;803053;34304;1187764;1879;1131019;54866;237276;3588;240864;1282959;3558500;1282959;4518001;3636222474;552717044;14371424;3040305161;147;90;69;197;0;0;16;3;3;507;5229;230;466;23;8115;2317;710;1952;250;5229;150;86;219;11;466;4;7;12;0;23;39948;9813;30090;4092;230;194636;8963;122793;37659;6274;19;6;18922;133388;46;133342;516249;458;493252;22539;959501;2275541;1957035;921842;1955233;921817;415;2687546425248;79614869;0,00135;45,67266;0,63682;10,19282;2469,04518;8770,29741;1713,94900;87,60136;0,66174;0,80457
TRF2_RJ_2021;2021;TRF2;TRF 2ª Região;RJ;0;99824;1619;48520;20031;4212;18;686;24738;472267;5982;94053;289390;31581;138;2324;48799;22480;236040;31151;289671;31834;7;31827;29865;3;29862;10779;241576;117;203239;38220;239520;430;217738;21352;111285;1882;113167;413617;741652;413617;1044286;1157344211;270465774;1458318;885420119;67;36;25;105;0;0;15;3;1;214;2048;102;106;9;2061;1204;236;512;96;2048;67;11;21;7;106;8;1;0;0;9;22565;4133;8020;2345;102;130333;1831;48086;55398;6092;315;30;18581;31307;10;31297;140994;107;108348;32539;302634;328035;274685;247236;272223;246891;190;881527813767;17463349;0,00131;66,27275;1,22696;11,80186;1461,18899;5172,19594;1427,46051;131,64823;0,79475;0,72401
TRF2_ES_2021;2021;TRF2;TRF 2ª Região;ES;0;26950;383;11812;9168;355;16;185;5031;118278;1456;20591;83311;3870;38;600;8412;4713;50533;3664;58910;11454;2;11452;15101;3;15098;3605;62239;38;50190;12011;72942;122;65114;7706;29147;1332;30479;92994;206321;92994;281682;186426688;32754212;200960;153471516;15;5;6;16;0;0;2;0;1;39;366;15;25;1;377;128;33;181;24;366;7;2;14;2;25;0;1;0;0;1;1314;492;3407;118;15;22914;556;10468;7676;885;84;7;3238;14778;3;14775;37669;33;28988;8648;75361;113327;80549;67685;79911;67594;34;161899830878;4108508;0,00115;45,37576;0,94972;9,17608;2103,34722;7361,48138;1771,14898;160,69761;0,67927;0,75940
TRF2_TRU_2021;2021;TRF2;TRF 2ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1043427644645;21571857;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF2_2º Grau_2021;2021;TRF2;TRF 2ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;95428;0;145632;355831330;120198603;6353803;229278924;0;0;0;0;0;0;0;0;0;27;0;0;0;0;723;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;50204;95428;95428;50204;95428;50204;0;1043427644645;21571857;0,00034;16,49516;0,12516;3,35159;;;;0,00000;;
TRF2_total_2021;2021;TRF2;TRF 2ª Região;total;1;126774;2002;60332;29199;4567;34;871;29769;590545;7438;114644;372701;35451;176;2924;57211;27193;286573;34815;348581;43288;9;43279;44966;6;44960;14384;303815;155;253429;50231;312462;552;282852;29058;140432;3214;143646;506611;1043325;506611;1471583;2033211730;423418589;8013080;1597504482;82;41;31;121;0;0;17;3;2;280;2414;116;131;10;4462;1332;269;693;120;2414;74;13;35;9;131;8;2;0;0;10;23879;4625;11427;2463;116;153247;2387;58554;63074;6977;399;37;21819;46085;13;46072;178663;140;137336;41187;428258;536714;450586;365184;447486;364748;224;1043427644645;21571857;0,00195;94,25298;1,29799;20,68436;1559,12512;5506,08584;1479,87675;74,38593;0,77083;0,73123
TRF3_MS_2021;2021;TRF3;TRF 3ª Região;MS;0;17022;1774;7388;5480;1648;0;0;732;117103;9497;23676;69817;6515;309;401;6888;5569;35354;2364;43287;6278;2;6276;7075;1;7074;2107;27710;0;25357;2353;42544;47;38225;4272;7678;124;7802;53196;166722;53196;204536;113222171;16543103;0;96679068;18;2;5;6;0;0;2;0;0;29;222;8;29;0;243;132;22;51;17;222;15;4;7;3;29;0;0;0;0;0;2575;202;0;52;8;15567;1569;7480;3101;2292;11;0;1114;6339;2;6337;15908;3;14614;1291;37814;113526;79063;34713;78353;34702;24;143401898552;2839188;0,00079;39,87836;1,01920;8,55879;1737,87070;7975,25209;1313,40745;129,52675;0,70363;0,83531
TRF3_SP_2021;2021;TRF3;TRF 3ª Região;SP;0;231998;4014;127270;81107;3353;0;29;16225;2072059;21489;258378;1649724;54506;47;777;87138;81620;1285540;70646;1437806;62479;56;62423;185764;35;185729;120566;499089;0;474262;24827;704850;224;665086;39540;279099;1654;280753;1839125;2962673;1839125;3467673;1889324791;273087184;30424;1616207183;192;78;44;29;0;0;11;3;1;328;3218;104;111;4;3229;2325;507;257;129;3218;75;17;16;3;111;4;0;0;0;4;24193;8979;4231;725;104;245208;5286;111603;96137;8108;115;5;23954;66559;49;66510;193233;14;183098;10121;505000;1123548;759364;408863;758540;408743;285;2780431103783;46649132;0,00068;40,50075;0,70346;6,92189;2421,67896;11284,75033;1538,77407;135,78229;0,59971;0,86364
TRF3_TRU_2021;2021;TRF3;TRF 3ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2923833002335;49488320;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF3_2º Grau_2021;2021;TRF3;TRF 3ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;326465;0;479464;746731877;155511591;106993;591113292;0;0;0;0;0;0;0;0;0;39;0;0;0;0;962;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;152999;326465;326465;152999;326465;152999;0;2923833002335;49488320;0,00026;15,08905;0,07881;1,94389;;;;0,00000;;
TRF3_total_2021;2021;TRF3;TRF 3ª Região;total;1;249020;5788;134658;86587;5001;0;29;16957;2189162;30986;282054;1719541;61021;356;1178;94026;87189;1320894;73010;1481093;68757;58;68699;192839;36;192803;122673;526799;0;499619;27180;747394;271;703311;43812;286777;1778;288555;1892321;3464446;1892321;4161500;2749278838;445141878;137417;2293570394;210;80;49;35;0;0;13;3;1;396;3440;112;140;4;6080;2457;529;308;146;3440;90;21;23;6;140;4;0;0;0;4;26768;9181;4231;777;112;260775;6855;119083;99238;10400;126;5;25068;72898;51;72847;209141;17;197712;11412;697054;1572125;1173478;597816;1171944;597685;309;2923833002335;49488320;0,00094;55,55410;0,80019;12,28573;2368,62811;11027,99461;1521,28980;77,28882;0,60570;0,86205
TRF4_RS_2021;2021;TRF4;TRF 4ª Região;RS;0;94199;2557;57147;10915;2135;93;1451;19901;403301;5169;76931;249042;16293;761;3803;51302;20773;79490;38179;138442;50970;22;50948;96526;14;96512;78670;262897;132;229630;33135;289645;220;261887;27538;157286;15560;172846;389958;789472;389958;1156446;567237169;91892690;442891;474901588;2;0;14;149;0;0;14;0;1;150;1564;73;2;0;1493;14;0;1480;70;1564;1;0;1;0;2;0;0;0;0;0;236;0;25705;619;73;114509;2580;50590;32831;4714;867;142;22785;53466;33;53433;198999;171;155272;43556;366974;399514;229962;334143;225398;333134;137;550723372201;11466630;0,00103;49,46852;1,30865;13,02039;2206,68972;7341,53463;2286,87038;209,98526;0,87794;0,68850
TRF4_PR_2021;2021;TRF4;TRF 4ª Região;PR;0;79912;5099;44112;12833;3477;441;3909;10041;324055;7292;57957;208087;14656;1182;7477;27404;14805;69036;26253;110094;36518;47;36471;34802;30;34772;17666;207216;188;182794;24234;265262;227;242813;22222;145466;7886;153352;281112;624119;281112;878232;500791710;80055113;183696;420552901;8;0;12;116;0;0;11;0;2;123;1304;62;3;0;1245;68;0;1175;61;1304;2;0;1;0;3;0;0;0;0;0;1272;0;20169;1124;62;75340;5314;35497;17794;2984;3229;298;10224;35464;49;35415;143309;212;110928;32169;254113;343007;203956;236319;195297;232792;113;570590157268;11597484;0,00088;43,18106;1,06358;10,73509;2199,51489;7151,35530;1935,27535;175,62169;0,76150;0,72938
TRF4_SC_2021;2021;TRF4;TRF 4ª Região;SC;0;63293;1604;37229;12199;1126;45;1355;9735;249934;3845;43596;146647;9425;233;3535;42653;11273;44487;28368;84128;29000;32;28968;40549;16;40533;26702;164307;203;138575;25529;191592;332;173247;18013;101044;5990;107034;217864;482075;217864;705388;321224583;49486701; -   ;271737882;0;0;9;87;0;0;9;0;2;85;904;41;0;0;863;0;0;850;54;904;0;0;0;0;0;0;0;0;0;0;0;0;14147;867;41;77008;1887;29341;19411;2464;824;42;23039;29993;26;29967;116312;180;82846;33286;223313;264211;162051;203902;158283;203036;78;408445153033;7338473;0,00079;43,77267;1,15492;11,75994;2450,30729;8147,06385;2480,90148;224,00927;0,84938;0,69549
TRF4_TRU_2021;2021;TRF4;TRF 4ª Região;TRU;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1529758682502;30402587;0,00000;0,00000;0,00000;0,00000;;;;;;
TRF4_2º Grau_2021;2021;TRF4;TRF 4ª Região;2º Grau;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;217311;0;377994;340782870;106455246;8221642;226105982;0;0;0;0;0;0;0;0;0;27;0;0;0;0;589;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160683;217311;217311;160683;217311;160683;0;1529758682502;30402587;0,00022;11,20901;0,08881;1,93734;;;;0,00000;;
